I_D	FLAG_TSUNAMI	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	FOCAL_DEPTH	EQ_PRIMARY	EQ_MAG_MW	EQ_MAG_MS	EQ_MAG_MB	EQ_MAG_ML	EQ_MAG_MFA	EQ_MAG_UNK	INTENSITY	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	DEATHS_DESCRIPTION	MISSING	MISSING_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	TOTAL_DEATHS	TOTAL_DEATHS_DESCRIPTION	TOTAL_MISSING	TOTAL_MISSING_DESCRIPTION	TOTAL_INJURIES	TOTAL_INJURIES_DESCRIPTION	TOTAL_DAMAGE_MILLIONS_DOLLARS	TOTAL_DAMAGE_DESCRIPTION	TOTAL_HOUSES_DESTROYED	TOTAL_HOUSES_DESTROYED_DESCRIPTION	TOTAL_HOUSES_DAMAGED	TOTAL_HOUSES_DAMAGED_DESCRIPTION
3871	Tsu	1948	2	9	12	58	 13.0	30	 7.1		 7.1					10	GREECE		GREECE:  DODECANESE ISLANDS	  35.500	   27.000	130																				1				
3872		1948	3	1	1	12	 28.0	60	 7.9		 7.9						INDONESIA		INDONESIA:  SERAM	  -3.000	  127.500	170																								
3875		1948	5	11	8	56	    	60	 7.1						 7.1	10	PERU		PERU:  AREQUIPA,MOQUEGUA,TACNA,TORATA,QUELLAVECO	 -17.400	  -71.000	160	       1	1						2																
3877		1948	5	14	22	31	    	25	 7.5						 7.5		USA	AK	ALASKA:  ALASKA PENINSULA	  54.500	 -161.000	150																								
3878		1948	5	25	7	11	 21.0	18	 7.3		 7.3					10	CHINA		CHINA:  SICHUAN PROVINCE	  29.500	  100.500	30	     800	3			       200	3		3	600	3			     800	3			200	3		3	600	3		
3884		1948	6	28	7	13	    	20	 7.3						 7.3		JAPAN		JAPAN:  FUKUI	  36.500	  136.000	30	    5131	4			     11000	4	    1000.000	4	63000	4	18543	4	    5131	4			11000	4	    1000.000	4	63000	4	18543	4
3889	Tsu	1948	9	8	15	9	    	25	 7.9						 7.9		TONGA		TONGA ISLANDS	 -21.000	 -174.000	170																								
3891		1948	10	5	20	12	  7.0	18	 7.3		 7.3					10	TURKMENISTAN		TURKMENISTAN:  ASHKHABAD	  37.950	   58.320	40	  110000	4				4	      25.000	4		4			  110000	4				4	      25.000	4		4		
6357	Tsu	1948	12	26	7	12	 21.0	100	 7.0		 7.0					7	CHILE		CHILE:  ANTOFAGASTA	 -22.500	  -69.000	160																								
8023		1949	2	23	16	8	 11.0		 7.3		 7.3					9	CHINA		CHINA:  XINJIANG PROVINCE	  42.000	   84.000	40	      21	1			        17	1		3	1010	4			      21	1			17	1		3	1010	4		
3897		1949	3	4	10	19	 25.0	230	 7.5		 7.5					8	AFGHANISTAN		AFGHANISTAN:  HINDU-KUSH, WEST PUNJAB	  36.000	   70.500	40								2												2				
3898	Tsu	1949	4	13	19	55	 42.0		 7.0		 7.0	 6.9				8	USA	WA	WASHINGTON	  47.167	 -122.617	150	       8	1					      25.000	4					       8	1					      25.000	4				
3901	Tsu	1949	4	20	3	29	  7.0	70	 7.3		 7.3						CHILE		CHILE:  ANGOL, TRAIGUEN	 -38.000	  -73.500	160	      57	2						2					      57	2						2				
3905		1949	7	10	3	53	 38.0	16	 7.4		 7.4					10	TAJIKISTAN		TAJIKISTAN	  39.200	   70.800	40	    3500	4						4		4			    3500	4						4		4		
3916		1949	8	6	0	35	    	70	 7.5						 7.5		TONGA		TONGA ISLANDS	 -18.500	 -174.500	170																								
3921	Tsu	1949	8	22	4	1	 12.2	25	 8.1	 8.1	 8.1						CANADA		CANADA:  QUEEN CHARLOTTE ISLANDS	  53.620	 -133.270	150																								
6360	Tsu	1949	10	19	21	0	 19.0	60	 7.5	 7.5	 7.1	 7.4					PAPUA NEW GUINEA		PAPUA NEW GUINEA:  BISMARCK SEA	  -5.500	  154.000	170																								
3926	Tsu	1949	12	17	6	53	 30.0	33	 7.8		 7.8						CHILE		CHILE:  TIERRA DEL FUEGO	 -54.000	  -71.000	160	       1	1						1					       1	1						1				
3927	Tsu	1949	12	17	15	7	 55.0	33	 7.8		 7.8						CHILE		CHILE:  TIERRA DEL FUEGO	 -54.000	  -71.000	160	       3	1						1					       3	1						1				
3929	Tsu	1949	12	29	3	3	 54.0		 7.2		 7.2					8	PHILIPPINES		PHILIPPINES:  LUZON:  E	  17.000	  121.630	170		1						2		2		2	      16	1						2		2		
6588	Tsu	1950	1	30	0	56	 32.0	33	 7.0		 7.0					6	CHILE		CHILE:  SOUTHERN	 -53.500	  -71.500	160		1												1										
8025		1950	2	2	19	33	 39.0		 7.0		 7.0						CHINA		CHINA:  YUNNAN PROVINCE	  21.700	  100.100	30								1												1				
3935		1950	2	28	10	20	    	340	 7.9						 7.9	6	RUSSIA		RUSSIA:  SEA OF OKHOTSK	  46.000	  144.000	50																								
3938		1950	5	16	13	23	    	250	 7.9						 7.9		PERU		PERU	 -15.000	  -69.500	160																								
3950	Tsu	1950	8	15	14	9	 30.0	33	 8.6	 8.6	 8.6	 8.0				11	INDIA		INDIA-CHINA	  28.500	   96.500	60	    1530	4					      20.000	3					    1530	4					      20.000	3				
3954	Tsu	1950	10	5	16	9	 31.0	60	 7.7		 7.7						COSTA RICA		COSTA RICA-NICARAGUA	  11.000	  -85.000	100						3		1										3		1				
3955	Tsu	1950	10	8	3	23	  9.0	60	 7.6		 7.6						INDONESIA		INDONESIA:  SERAM	  -3.800	  128.300	170														2						3				
6362	Tsu	1950	10	23	16	13	 20.0	65	 7.5	 7.5	 7.1						GUATEMALA		GUATEMALA:  SAN MARCOS	  14.310	  -91.917	100								3		3		3								3		3		
3956		1950	11	2	15	27	 56.0	60	 8.1		 8.1						INDONESIA		INDONESIA:  BANDA SEA	  -6.500	  129.500	170																								
6363	Tsu	1950	11	8	2	18	 12.0	33	 7.3		 7.3						SOLOMON ISLANDS		SOLOMON ISLANDS:  SOLOMON SEA	 -10.000	  159.500	170																								
3959		1950	12	2	19	51	 49.0	60	 7.8		 7.8						VANUATU		VANUATU ISLANDS	 -18.250	  167.500	170																								
3961		1950	12	9	21	38	 48.0	100	 8.0		 8.0					7	CHILE		CHILE-ARGENTINA	 -23.500	  -67.500	160	       1	1				2							       1	1				2						
3962	Tsu	1950	12	10	2	50	 42.0	80	 7.0		 7.0						PERU		PERU:  ICA,CHIMBOTE,HUARAZ,CAJAMARCA,CUZCO,MOQUEGUA	 -14.250	  -75.750	160	       4	1			        12	1		2		2			       4	1			12	1		2		2		
3966		1950	12	14	1	52	 46.0	200	 7.7		 7.7					6	TONGA		TONGA ISLANDS	 -19.500	 -176.000	170																								
3964	Tsu	1950	12	14	14	15	 49.0	50	 7.5		 7.5					5	MEXICO		MEXICO:  ACAPULCO	  16.480	  -98.220	150								3												3				
3968		1951	3	19			    		 7.8						 7.8		PHILIPPINES		PHILIPPINES	   9.500	  127.300	170																								
3972		1951	5	16	13	23	    	250	 7.9						 7.9		PERU		PERU	 -15.000	  -69.500	160																								
3982	Tsu	1951	10	22	5	43	  1.0	21	 7.3		 7.3						TAIWAN		TAIWAN	  23.800	  121.700	30	      68	2			       586	3		3	2382	4			      68	2			586	3			2382	4		
3984		1951	11	18	9	35	 50.0	25	 7.5	 7.5	 8.0						CHINA		CHINA:  TIBET (XIZANG PROVINCE)	  31.100	   91.400	40								1		1										1		1		
3985		1951	11	24	18	47	 13.0		 7.5		 7.5						TAIWAN		TAIWAN	  22.900	  121.500	30	      17	1			       250	3		2					      17	1			250	3		2				
3987		1951	12	8	4	14	 12.0	25	 7.9		 7.9						INDIAN OCEAN		INDIAN OCEAN:  S	 -34.000	   57.000	60																								
3991		1952	2	26	11	31	    		 7.5						 7.5		PERU		PERU-BOLIVIA	 -14.100	  -69.900	160																								
3993	Tsu	1952	3	4	1	22	 41.0	45	 8.1	 8.1	 8.3					9	JAPAN		JAPAN:  HOKKAIDO	  42.150	  143.850	30	      33	1				3		3		3			      33	1			572	3		3	2422	4		
3995	Tsu	1952	3	9	17	3	    		 7.1						 7.1		JAPAN		JAPAN:  HOKKAIDO	  41.700	  142.500	30					        17	1		2	113	3							17	1		2	113	3		
3996	Tsu	1952	3	19	10	57	 12.0		 7.8		 7.8					7	PHILIPPINES		PHILIPPINES:  BUTUAN	   9.500	  127.250	170								1												1				
3999		1952	7	21	11	52	 14.0	16	 7.7		 7.7	 7.3	7.2		 7.7	11	USA	CA	CALIFORNIA:  KERN COUNTY	  35.000	 -119.017	150	      12	1					      60.000	4																
4007	Tsu	1952	11	4	16	58	 27.9	22	 9.0	 9.0	 8.5					7	RUSSIA		RUSSIA:  KAMCHATKA PENINSULA	  52.755	  160.057	50													    4000	4						3				
4014		1953	3	18	19	6	 11.0		 7.5		 7.5						TURKEY		TURKEY:  YENICE, ONON	  40.000	   27.500	140	    1070	4					       3.570	2					    1070	4					       3.570	2				
4020	Tsu	1953	4	23	16	24	 34.0	35	 7.4	 7.4	 7.5	 7.2					PAPUA NEW GUINEA		PAPUA NEW GUINEA:  SOLOMON ISLANDS	  -4.449	  152.868	170							        .013	1											        .013	1				
4021	Tsu	1953	5	6	17	16	 43.0	60	 7.6				7.6			10	CHILE		CHILE:  CHILLAN, CONCEPCION	 -36.500	  -72.500	160	       9	1			        26	1	     500.000	4					       9	1			26	1	     500.000	4				
6367	Tsu	1953	5	31	19	58	    	33	 7.2		 7.2						DOMINICAN REPUBLIC		DOMINICAN REPUBLIC: PUERTO PLATA	  19.800	  -70.700	90																								
4023		1953	7	2	6	56	    	223	 7.5						 7.5		VANUATU		VANUATU ISLANDS	 -19.000	  169.000	170																								
4029	Tsu	1953	8	12	9	23	 52.0		 7.2		 7.2					10	GREECE		GREECE:  LIXOURI-ARGOSTOLI (KEPHALLENIA)	  38.300	   20.800	130	     476	3			      2412	4	     100.000	4	27773	4			     476	3			2412	4	     100.000	4	27773	4		
9959		1953	11	4	3	49	 13.2	35	 7.5	 7.5							SOLOMON ISLANDS		SOLOMON ISLANDS	 -13.189	  166.516	170																								
4032	Tsu	1953	11	25	17	48		60	 7.4		 7.4						JAPAN		JAPAN:  KASHIMA	  34.000	  141.700	30	       1	1						1					       1	1						1				
4033		1953	12	7	2	5	    	128	 7.4						 7.4		CHILE		CHILE:  NORTHERN	 -22.100	  -68.700	160	       3	1					       7.310	3																
4034	Tsu	1953	12	12	17	31	 25.0	30	 7.4		 7.4					9	PERU		OFF COAST OF PERU	  -3.400	  -80.600	160	       6	1			        20	1		2	200	3			       6	1			20	1		2	200	3		
8036	Tsu	1954	2	11	0	30	 15.0		 7.3		 7.3					10	CHINA		CHINA:  GANSU PROVINCE	  39.000	  101.300	30								3		3										3		3		
4042		1954	3	21	23	42	 11.0	180	 7.4		 7.4						MYANMAR (BURMA)		MYANMAR; INDIA:  CALCUTTA, CUTTACK, BHAGALPUR	  24.500	   95.300	60								2												2				
4043		1954	3	29	6	17	    	640	 7.0						 7.0		SPAIN		SPAIN	  37.000	   -3.500	130								3																
4044		1954	4	20			    		 7.0						 7.0		GREECE		GREECE	  39.800	   22.100	130	      25	1																						
4045		1954	4	29	11	34	    		 7.5						 7.5		ATLANTIC OCEAN		ATLANTIC OCEAN:  NORTHERN	  29.500	  -29.500	70																								
4046		1954	4	30	13	2	    		 7.0						 7.0	10	GREECE		GREECE:  SOPHADES (KARDITSA)	  39.300	   22.200	130	      31	1					       3.150	2																
8039		1954	7	31	1	0	    		 7.0		 7.0						CHINA		CHINA: NEI MONGOL	  38.800	  104.200	30								2	542	3										2	542	3		
4060		1954	12	16	11	7	    		 7.0						 7.0	10	USA	NV	NEVADA:  DIXIE VALLEY	  39.300	 -118.200	150																								
4062		1955	2	27	20	43	    	60	 7.8						 7.8		KERMADEC ISLANDS (NEW ZEALAND)		KERMADEC ISLANDS	 -28.000	 -175.500	170																								
4066		1955	3	31	18	18	    	96	 7.6						 7.6	8	PHILIPPINES		PHILIPPINES:  MINDANAO:  LANAO,OZAMIZ,COTABATO	   8.100	  123.200	170	     400	3					       5.000	2																
4070		1955	4	14	1	29	  2.0		 7.5		 7.5					9	CHINA		CHINA:  SICHUAN PROVINCE	  30.000	  101.800	30	      39	1			       113	3		2	500	3			      39	1			113	3		2	500	3		
8041		1955	4	15	3	40	 58.0		 7.0		 7.0					9	CHINA		CHINA:  XINJIANG PROVINCE	  39.900	   74.600	40								2		2										2		2		
4073	Tsu	1955	4	19	20	24	  5.0	30	 7.1		 7.1					6	CHILE		CHILE	 -30.000	  -72.000	160													       1	1						1		1		
6370	Tsu	1955	5	17	14	49	 49.0		 7.3		 7.3						INDIA		INDIA:  LITTLE NICOBAR ISLAND	   6.500	   94.000	60																								
6372	Tsu	1955	10	10	8	57	 47.0	33	 7.3		 7.3						PAPUA NEW GUINEA		PAPUA NEW GUINEA:  BISMARCK SEA	  -5.000	  152.500	170																								
9782	Tsu	1956	1	8	20	54	 13.0		 7.1		 7.1					5	CHILE		CHILE	 -19.000	  -70.000	160		1						1						1						1				
4087		1956	1	10			    		 7.7						 7.7		TONGA		TONGA ISLANDS	 -20.000	 -175.000	170																								
4089		1956	1	16	23	37	    		 7.3						 7.3	9	ECUADOR		ECUADOR	   -.500	  -80.500	160								2																
4090		1956	1	24			    		 7.3						 7.3		NICARAGUA		NICARAGUA:  PUERTO SAMOZA	  12.200	  -86.700	100								2																
4096		1956	5	23	20	48	    	430	 7.5						 7.5		FIJI		FIJI ISLANDS	 -15.000	 -179.000	170																								
4099		1956	6	9			    	60	 7.6						 7.6		AFGHANISTAN		AFGHANISTAN:  KABUL	  35.100	   67.500	40	     100	2																						
4100	Tsu	1956	7	9	3	11	 39.0	20	 7.8		 7.8					9	GREECE		GREECE:  DODECANESE	  36.900	   26.000	130	      53	2						3					      56	2						3				
4101		1956	7	16	15	7	    	39	 7.0						 7.0		MYANMAR (BURMA)		MYANMAR (BURMA)	  22.200	   95.700	60	      38	1						2																
4102		1956	7	18	6	19	 35.0	190	 7.5		 7.5				 7.5		INDONESIA		INDONESIA:  BANDA SEA	  -5.500	  130.000	170																								
4105		1956	10	11	2	24	    	110	 7.6						 7.6	7	RUSSIA		RUSSIA:  KURIL ISLANDS	  46.000	  150.500	50																								
4112		1957	2	23	20	26	 14.0	69	 7.2		 7.2						TAIWAN		TAIWAN:  HUALIEN, TAIPEI	  23.900	  121.600	30	      11	1				3		2					      11	1				3		2				
4114		1957	3	8	12	21	 14.0		 7.0		 7.0					10	GREECE		GREECE:  STEPHANOVIKION-VELESTNON (MAGNESIA)	  39.400	   22.800	130	       2	1				3		2					       2	1				3		2				
4116	Tsu	1957	3	9	14	22	 31.9	33	 8.6	 8.6	 9.1						USA	AK	ALASKA	  51.292	 -175.629	150								1					       2	1			1	1		3				
4118		1957	3	22	14	21	    		 7.5						 7.5	5	USA	AK	ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS	  55.000	 -165.200	150																								
4120		1957	4	14	19	18	    	60	 7.5						 7.5		SAMOA		SAMOA ISLANDS	 -15.500	 -173.000	170																								
4121		1957	4	16	4	4	  4.0	600	 7.5		 7.5						INDONESIA		INDONESIA:  JAVA SEA	  -4.600	  107.100	170																								
4125		1957	4	25	2	25	    	18	 7.1						 7.1	10	TURKEY		TURKEY:  FETHIYE (LYCIA, ASIA MINOR)	  36.400	   28.700	140	      18	1																						
4130		1957	5	26	6	33	    		 7.1						 7.1	9	TURKEY		TURKEY:  ABANT	  40.700	   30.900	140	     500	3						3																
4132	Tsu	1957	6	22	23	50	 23.0	33	 7.3		 7.3						INDONESIA		INDONESIA:  NEW GUINEA:  IRIAN JAYA	  -1.500	  137.000	170								3												3				
4134		1957	6	27	0	9	 28.0	15	 7.6		 7.6					10	RUSSIA		RUSSIA:  CHITA	  56.200	  116.400	40								2												2				
4139	Tsu	1957	7	28	8	40	  1.0	25	 7.9		 7.9					7	MEXICO		MEXICO:  ACAPULCO,MEXICO CITY	  16.500	  -99.100	150	      65	2				3	      25.000	4		3			      65	2				3	      25.000	4		3		
6546	Tsu	1957	7	29	17	15	 14.0	33	 7.0		 7.0					3	CHILE		CHILE:  ANTOFAGASTA	 -23.500	  -71.500	160																								
4143		1957	9	24	8	21	    	60	 7.6						 7.6		PHILIPPINES		PHILIPPINES	   5.500	  127.500	170																								
4144		1957	9	28	14	20	    	549	 7.5						 7.5		FIJI		FIJI ISLANDS	 -20.400	 -178.500	170																								
4147		1957	11	29	22	19	    	170	 7.8						 7.8		BOLIVIA		BOLIVIA:  S	 -21.000	  -66.000	160								1																
4149		1957	12	4	3	37	 45.0	33	 8.1	 8.1	 8.3					11	MONGOLIA		MONGOLIA	  45.500	   99.500	40	      30	1						2					      30	1						2				
4150		1957	12	13	1	45	    		 7.1						 7.1		IRAN		IRAN:  FARSINAJ	  34.300	   47.800	140	    1200	4						3																
4154		1957	12	17	13	50	    	120	 7.8						 7.8		SOLOMON ISLANDS		SOLOMON ISLANDS:  SANTA CRUZ ISLANDS	 -12.300	  166.700	170																								
4157		1958	1	15	19	14	    	60	 7.3						 7.3	9	PERU		PERU: AREQUIPA	 -16.500	  -72.000	160	      28	1						2																
4160	Tsu	1958	1	19	14	7	 27.0	60	 7.6		 7.6					9	COLOMBIA		COLOMBIA-ECUADOR	   1.500	  -79.500	160	     111	3			        46	1		2		2			     115	3			46	1		2		2		
4165		1958	3	11	0	22	 56.0	70	 7.5		 7.5						JAPAN		JAPAN:  RYUKYU ISLANDS	  25.000	  125.000	30		2				3								2				3						
4167	Tsu	1958	7	10	6	15	 59.9	35	 7.8	 7.8	 7.9					11	USA	AK	ALASKA:  LITUYA BAY	  58.370	 -136.665	150								1		1			       5	1					        .100	1		1		
4170		1958	7	26	17	38	    	620	 7.5						 7.5		PERU		PERU:  S	 -13.500	  -69.000	160								1																
4179	Tsu	1958	11	6	22	58	  8.6	40	 8.3	 8.3					 8.2	10	RUSSIA		RUSSIA:  KURIL ISLANDS:  S	  44.530	  148.540	50								2																
6384	Tsu	1959	2	7	9	36	 51.0	19	 7.4		 7.4					7	PERU		PERU-ECUADOR	  -4.000	  -81.500	160								1				1								1				1
4188		1959	4	26	20	40	 38.0	150	 7.5		 7.5						TAIWAN		TAIWAN:  TAIPEI	  24.780	  122.700	30	       2	1						1					       2	1						1				
4192	Tsu	1959	5	4	7	15	 42.0	60	 8.2	 8.2	 8.0					10	RUSSIA		RUSSIA:  NEAR EAST COAST OF KAMCHATKA	  52.500	  159.500	50	       1	1			        13	1		2		2			       1	1			13	1		2		2		
4195		1959	6	14	0	12	  6.5	112	 7.5		 7.5						BOLIVIA		BOLIVIA-NORTHERN CHILE	 -20.369	  -68.000	160	       1	1						1					       1	1						1				
4196		1959	6	18	15	31	    	15	 7.0						 7.0	10	RUSSIA		RUSSIA:  NEAR KAMCHATKA	  53.900	  160.500	50																								
4197		1959	8	15	8	57	  3.0	60	 7.0		 7.0						TAIWAN		TAIWAN	  22.180	  121.130	30	      16	1			        63	2		3		3			      16	1			63	2		3		3		
4198	Tsu	1959	8	17	21	4	 40.0		 7.3		 7.3						SOLOMON ISLANDS		SOLOMON ISLANDS	  -7.500	  156.000	170								3												3				
4199	Tsu	1959	8	18	6	37	 13.5	5	 7.7				7.7		 7.1	10	USA	MT	MONTANA:  HEBGEN LAKE	  44.712	 -111.215	150	      28	1					      11.000	3					      28	1					      11.000	3				
4205		1959	9	14	14	9	    	60	 7.7						 7.7		KERMADEC ISLANDS (NEW ZEALAND)		KERMADEC ISLANDS	 -28.500	 -177.000	170																								
6386		1959	10	27	6	52	 51.2	70	 7.2		 7.2						RUSSIA		RUSSIA:  KAMCHATKA	  45.890	  151.110	50																								
4211	Tsu	1960	1	13	15	40	 34.0	160	 7.8		 7.8					10	PERU		PERU:  AREQUIPA,CHUQUIBAMBA,CARAVELI,COTAHUASI	 -15.750	  -72.750	160	      63	2			       200	3		3		3			      63	2			200	3		3		3		
4213		1960	1	15	9	30	    	150	 7.0						 7.0		PERU		PERU:  LIMA,NAZCA,ICA,HUANCAVELIC,PALPA,HUAITARA	 -15.000	  -75.000	160	      63	2						1																
6387	Tsu	1960	3	20	17	7	 30.0	20	 7.5		 7.5						JAPAN		JAPAN:  SANRIKU	  39.800	  143.400	30								1												1				
4223	Tsu	1960	5	21	10	2	 50.0	35	 8.2	 8.2	 7.3						CHILE		CHILE:  CENTRAL	 -37.872	  -73.243	160		1				3		1						1				3		1				
4227	Tsu	1960	5	22	19	11	 17.0	33	 9.5	 9.5	 8.5					12	CHILE		CHILE:  PUERTO MONTT, VALDIVIA	 -38.143	  -73.407	160	    2000	4			      3000	4	    1000.000	4	58622	4			    2223	4			3000	4	    1000.000	4	58622	4		
6390	Tsu	1960	11	1	8	45	 59.0	55	 7.4		 7.4						CHILE		CHILE:  CONCEPCION	 -38.500	  -75.100	160		1						1						1						1				
4237		1961	2	4	8	51	    	141	 7.6						 7.6		INDIA		INDIA	  24.900	   93.340	60																								
4238	Tsu	1961	2	26	18	10	 48.7	74	 7.3		 7.3						JAPAN		JAPAN:  MIYAZAKI	  31.600	  131.800	30	       2	1			         7	1		2	170	3	170	3	       2	1			7	1		2	170	3		
4239		1961	3	7	10	10	    	40	 7.5						 7.5		KERMADEC ISLANDS (NEW ZEALAND)		KERMADEC ISLANDS	 -28.300	 -175.700	170																								
6398	Tsu	1961	7	23	21	51	 10.5	35	 7.3	 7.3	 7.3						VANUATU		VANUATU ISLANDS	 -18.421	  168.411	170																				1				
4248		1961	8	19	5	33	    		 7.3						 7.3		JAPAN		JAPAN:  HONSHU:  W COAST	  36.000	  136.700	30	      10	1						2																
4249		1961	8	31	1	57	    	629	 7.5						 7.5		PERU		PERU	 -10.500	  -70.700	160																								
4250		1961	9	1	0	9	    	131	 7.5						 7.5		SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS		SOUTH SANDWICH ISLANDS	 -59.500	  -27.300	70																								
4251		1961	9	5			    		 7.7						 7.7		SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS		SOUTH SANDWICH ISLANDS	 -58.000	  -27.000	70																								
4252		1961	9	8	11	26	 32.3	105	 7.7		 7.7	 7.6					SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS		SOUTH SANDWICH ISLANDS	 -56.260	  -27.283	70																								
4257		1962	2	14	6	36	    	45	 7.3						 7.3		CHILE		CHILE:  CENTRAL	 -37.800	  -72.500	160								2																
6404	Tsu	1962	4	12	0	52	 43.0	25	 7.2	 7.2	 7.1						JAPAN		JAPAN:  SANRIKU	  38.073	  142.741	30																								
4265	Tsu	1962	5	11	14	11	 54.1	40	 7.0		 7.0					8	MEXICO		MEXICO:  S	  17.200	  -99.600	150	       4	1				3		2		2			       4	1				3		2		2		
4266	Tsu	1962	5	19	14	58	 15.0	33	 7.2		 7.2						MEXICO		MEXICO:  S	  17.200	  -99.500	150	       3	1			        16	1		2		2			       3	1			16	1		2		2		
4268		1962	7	26	8	14	 41.8	21	 7.4		 7.4						PANAMA		PANAMA	   7.500	  -82.000	100								2																
4276		1962	9	1	19	20	 39.9	27	 7.2		 7.2					9	IRAN		IRAN:   BUYIN-ZARA	  35.630	   49.870	140	   12225	4			      2776	4	      30.000	4	21310	4			   12225	4			2776	4	      30.000	4	21310	4		
4283	Tsu	1963	2	13	8	50	  4.5	47	 7.3		 7.3						TAIWAN		TAIWAN:  TAIPEI, HSINCH	  24.500	  122.100	30	      15	1			        18	1		2		2			      15	1			18	1		2		2		
4287		1963	3	24	12	44	    	40	 7.2						 7.2		IRAN		IRAN:  KARKHANEH	  34.400	   47.900	140	     100	2						3																
4290		1963	3	31	2	27	  6.5	33	 7.0						 7.0		IRAN		IRAN:  HENDOJAN	  37.000	   57.900	140	       4	1				3		2	100	2			       4	1				3		2	100	2		
8068		1963	4	19	7	35	 21.0		 7.0		 7.0					8	CHINA		CHINA:  QINGHAI PROVINCE	  35.700	   97.000	30								1		1		1								1		1		
4300		1963	8	15	17	25	    	543	 7.7						 7.7		PERU		PERU:  S	 -13.800	  -69.300	160								1																
9960		1963	9	15	0	46	 54.3	35	 7.5	 7.5							SOLOMON ISLANDS		SOLOMON ISLANDS	 -10.472	  165.770	170																								
9961		1963	9	17	19	20	 11.5	28	 7.5	 7.5							SOLOMON ISLANDS		SOLOMON ISLANDS	 -10.286	  165.413	170																								
4303	Tsu	1963	9	24	16	30	 16.0	75	 7.0		 7.0						PERU		PERU:  HUAYLLACAYAN,CAJACAY,MALYAS,MALVAS,HUARAZ	 -10.385	  -78.022	160	       1	1						2					       1	1						2				2
6407	Tsu	1963	10	12	11	27	   .2	48	 7.1	 7.1	 7.0						RUSSIA		RUSSIA:  S. KURIL ISLANDS	  44.426	  149.272	50																								
4304	Tsu	1963	10	13	5	17	 53.4	13	 8.5	 8.5	 8.1	 7.7				9	RUSSIA		RUSSIA:  KURIL ISLANDS	  44.770	  149.798	50								1												1				
4305	Tsu	1963	10	20	0	53	 10.9	28	 7.9	 7.9	 7.2						RUSSIA		RUSSIA:  KURIL ISLANDS	  44.772	  150.563	50																								
4306		1963	11	4	1	17	 11.4	100	 8.3		 8.3	 7.8					INDONESIA		INDONESIA:  BANDA SEA	  -6.860	  129.580	170								1												1				
6327	Tsu	1963	12	18	0	30	    	45	 7.5		 7.5						TONGA		TONGA TRENCH	 -24.800	 -176.600	170																								
4308		1964	1	18	12	4	 41.0	33	 7.0		 7.0						TAIWAN		TAIWAN:  TAINAN	  23.200	  120.600	30	     107	3			       479	3		3	3000	4			     107	3			479	3		3	3000	4		
4311	Tsu	1964	3	28	3	36	    	33	 9.2	 9.2	 8.4					10	USA	AK	ALASKA	  61.017	 -147.648	150	      15	1					     284.000	4		3			     139	3					     400.000	4		3		
4313	Tsu	1964	4	2	1	11	 51.0	130	 7.0		 7.0	 5.6				7	INDONESIA		INDONESIA:  BANDA ACEH	   5.900	   95.700	60								3		3										3		3		
4322	Tsu	1964	6	16	4	1	 44.3	40	 7.5						 7.5	5	JAPAN		JAPAN:  HONSHU:  W COAST	  38.650	  139.200	30	      26	1			       450	3	      80.000	4	2250	4	2250	4	      26	1			450	3	      80.000	4	2250	4		
4324		1964	7	5			    		 7.5						 7.5		VANUATU		VANUATU ISLANDS:  ESPIRITU SANTO ISLANDS	 -15.500	  166.500	170																								
4326		1964	7	6	7	22	    	100	 7.4						 7.4		MEXICO		MEXICO:  GUERRERO	  18.300	 -100.400	150	      78	2						3																
4329		1964	10	6	14	31	    	15	 7.0						 7.0	10	TURKEY		TURKEY:  MANYAS, BURSA, BALIKESIR	  40.300	   28.200	140	      19	1					       5.000	2																
4331	Tsu	1964	11	17	8	15	 39.3	45	 7.6		 7.6					8	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  NEW BRITAIN	  -5.700	  150.700	170								1												1				
4334	Tsu	1965	1	24	0	11	 12.1	6	 7.6		 7.6						INDONESIA		INDONESIA:  SANANA ISLAND	  -2.400	  126.100	170	      71	2						2	3000	4			      71	2						2	3000	4		
4337	Tsu	1965	2	4	5	1	 21.6	36	 8.7	 8.7	 7.8	 7.7				6	USA	AK	ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS	  51.290	  178.550	150								1											        .010	1				
6411	Tsu	1965	2	23	22	11	 46.0	36	 7.0		 7.0						CHILE		CHILE:  NORTHERN	 -25.670	  -70.630	160																								
4343		1965	3	14	15	53	  6.6	219	 7.3		 7.3	 6.9				7	AFGHANISTAN		AFGHANISTAN	  36.300	   70.700	40								1																
